Id-Vereda_Mpio;Municipio;Vereda;Extension_Ha;Poblacion_hab;CAR
Quebradona-SEGOVIA;SEGOVIA;Quebradona;1.072;148;
San Miguelito-SEGOVIA;SEGOVIA;San Miguelito;7.006;;
Santa Isabel-SEGOVIA;SEGOVIA;Santa Isabel;2.555;359;
Alto de Guayaquil-SONSON;SONSON;Alto de Guayaquil;197;105;
Alto de Sabanas-SONSON;SONSON;Alto de Sabanas;172;246;
Alto del Rayo-SONSON;SONSON;Alto del Rayo;161;60;
Arenillal-SONSON;SONSON;Arenillal;375;311;
Argentina Magallo-SONSON;SONSON;Argentina Magallo;456;151;
Aures Cartagena-SONSON;SONSON;Aures Cartagena;1.346;86;
Aures La Morelia-SONSON;SONSON;Aures La Morelia;560;350;
Boquerón-SONSON;SONSON;Boqueron;314;138;
Brasilal-SONSON;SONSON;Brasilal;470;50;
Brisas - Caunzal-SONSON;SONSON;Brisas - Caunzal;172;37;
Butantan-SONSON;SONSON;Butantan;1.408;90;
Campamento-SONSON;SONSON;Campamento;2.208;33;
Campo Alegre-SONSON;SONSON;Campo Alegre;3.324;4;
Caunzal-SONSON;SONSON;Caunzal;1.543;419;
Caunzal los Medios-SONSON;SONSON;Caunzal los Medios;165;;
Chaverras-SONSON;SONSON;Chaverras;1.283;202;
El Bosque-SONSON;SONSON;El Bosque;125;92;
El Brasil-SONSON;SONSON;El Brasil;235;189;
El Cedro-SONSON;SONSON;El Cedro;898;51;
El Coco-SONSON;SONSON;El Coco;887;82;
El Limón-SONSON;SONSON;El Limon;206;134;
El Llano - Cañaveral-SONSON;SONSON;El Llano - Cañaveral;408;190;
El Popal-SONSON;SONSON;El Popal;2.927;186;
El Rodeo-SONSON;SONSON;El Rodeo;529;147;
El Salado-SONSON;SONSON;El Salado;1.300;205;
El Salto-SONSON;SONSON;El Salto;870;351;
Guamal-SONSON;SONSON;Guamal;724;313;
Guayabal Río Arma-SONSON;SONSON;Guayabal Rio Arma;828;80;
Habana Abajo-SONSON;SONSON;Habana Abajo;158;149;
Habana Arriba-SONSON;SONSON;Habana Arriba;261;371;
Hidalgo-SONSON;SONSON;Hidalgo;242;213;
Jerusalén-SONSON;SONSON;Jerusalen;65;;
La Aguadita-SONSON;SONSON;La Aguadita;225;157;
La Capilla-SONSON;SONSON;La Capilla;1.297;226;
La Ciénaga-SONSON;SONSON;La Cienaga;319;84;
La Danta-SONSON;SONSON;La Danta;5.665;4.103;
La Falda-SONSON;SONSON;La Falda;477;32;
La Flor  - El Tesoro-SONSON;SONSON;La Flor  - El Tesoro;1.332;;
La Francia-SONSON;SONSON;La Francia;180;66;
La Giralda-SONSON;SONSON;La Giralda;301;77;
La Hermosa-SONSON;SONSON;La Hermosa;3.505;70;
La Honda-SONSON;SONSON;La Honda;1.027;380;
La Hondita-SONSON;SONSON;La Hondita;443;124;
La Linda-SONSON;SONSON;La Linda;2.410;90;
La Loma-SONSON;SONSON;La Loma;467;366;
La Mesa-SONSON;SONSON;La Mesa;1.403;146;
La Montañita-SONSON;SONSON;La Montañita;508;183;
La Palmera-SONSON;SONSON;La Palmera;599;20;
La Paloma-SONSON;SONSON;La Paloma;1.829;59;
La Paz - San Francisco-SONSON;SONSON;La Paz - San Francisco;591;39;
La Quiebra de San Pablo-SONSON;SONSON;La Quiebra de San Pablo;307;61;
La Soledad-SONSON;SONSON;La Soledad;1.048;355;
La Torre-SONSON;SONSON;La Torre;1.223;85;
Las Cruces-SONSON;SONSON;Las Cruces;1.246;226;
Limones-SONSON;SONSON;Limones;736;96;
Llanadas Abajo-SONSON;SONSON;Llanadas Abajo;1.088;168;
Llanadas Arriba-SONSON;SONSON;Llanadas Arriba;866;376;
Llanadas Santa Clara-SONSON;SONSON;Llanadas Santa Clara;966;484;
Los Medios-SONSON;SONSON;Los Medios;1.095;443;
Los Planes-SONSON;SONSON;Los Planes;812;205;
Los Potreros-SONSON;SONSON;Los Potreros;151;226;
Magallo Abajo-SONSON;SONSON;Magallo Abajo;141;116;
Magallo Centro-SONSON;SONSON;Magallo Centro;117;127;
Manzanares Abajo-SONSON;SONSON;Manzanares Abajo;459;316;
Manzanares Arriba-SONSON;SONSON;Manzanares Arriba;722;290;
Manzanares Centro-SONSON;SONSON;Manzanares Centro;1.102;215;
Media Cuesta de San José-SONSON;SONSON;Media Cuesta de San Jose;437;149;
Mulato Alto-SONSON;SONSON;Mulato Alto;1.404;92;
Mulato Bajo-SONSON;SONSON;Mulato Bajo;1.237;89;
Murringo-SONSON;SONSON;Murringo;2.328;251;
Naranjal Abajo-SONSON;SONSON;Naranjal Abajo;107;194;
Naranjal Arriba-SONSON;SONSON;Naranjal Arriba;430;248;
Norí-SONSON;SONSON;Nori;574;96;
Palestina-SONSON;SONSON;Palestina;3.668;32;
Parcelas-SONSON;SONSON;Parcelas;3.842;7;
Perrillo-SONSON;SONSON;Perrillo;8.758;26;
Piedras Blancas-SONSON;SONSON;Piedras Blancas;6.156;339;
Plancitos-SONSON;SONSON;Plancitos;658;159;
Reserva Forestal-SONSON;SONSON;Reserva Forestal;892;;
Río Arriba-SONSON;SONSON;Rio Arriba;970;272;
Roblal Abajo  - Chirimoyo-SONSON;SONSON;Roblal Abajo  - Chirimoyo;456;193;
Roblal Arriba-SONSON;SONSON;Roblal Arriba;233;255;
Roblalito A-SONSON;SONSON;Roblalito A;1.429;279;
Roblalito B-SONSON;SONSON;Roblalito B;490;179;
San Antonio-SONSON;SONSON;San Antonio;1.445;94;
San Francisco-SONSON;SONSON;San Francisco;1.282;258;
San Jerónimo-SONSON;SONSON;San Jeronimo;1.752;136;
San José las Cruces-SONSON;SONSON;San Jose las Cruces;898;154;
San Miguel-SONSON;SONSON;San Miguel;14.863;1.721;
San Rafael-SONSON;SONSON;San Rafael;1.587;158;
Santa Ana-SONSON;SONSON;Santa Ana;880;;
Santa Marta-SONSON;SONSON;Santa Marta;2.477;71;
Santa Rosa-SONSON;SONSON;Santa Rosa;3.209;34;
Santa Rosa - La Danta-SONSON;SONSON;Santa Rosa - La Danta;1.109;;
Sirgüita-SONSON;SONSON;Sirgüita;187;114;
Sirigua Abajo -SONSON;SONSON;Sirigua Abajo ;587;91;
Sirigua Arriba-SONSON;SONSON;Sirigua Arriba;2.964;192;
Surrumbal-SONSON;SONSON;Surrumbal;702;149;
Tasajo-SONSON;SONSON;Tasajo;456;480;
Ventiaderos-SONSON;SONSON;Ventiaderos;425;145;
Yarumal-SONSON;SONSON;Yarumal;891;159;
Yarumal Alta Vista-SONSON;SONSON;Yarumal Alta Vista;262;159;
Alta Miranda-SOPETRAN;SOPETRAN;Alta Miranda;349;225;
Chachafruto-SOPETRAN;SOPETRAN;Chachafruto;688;220;
Ciruelar-SOPETRAN;SOPETRAN;Ciruelar;716;352;
Córdoba-SOPETRAN;SOPETRAN;Cordoba;394;1;
El Pomar-SOPETRAN;SOPETRAN;El Pomar;413;388;
El Rayo-SOPETRAN;SOPETRAN;El Rayo;327;64;
El Rodeo-SOPETRAN;SOPETRAN;El Rodeo;1.385;;
Filo del Medio-SOPETRAN;SOPETRAN;Filo del Medio;528;131;
Filo Grande-SOPETRAN;SOPETRAN;Filo Grande;655;177;
Guaimaral-SOPETRAN;SOPETRAN;Guaimaral;642;471;
Juntas-SOPETRAN;SOPETRAN;Juntas;406;184;
La Aguada-SOPETRAN;SOPETRAN;La Aguada;519;327;
La Isleta-SOPETRAN;SOPETRAN;La Isleta;1.497;173;
La Miranda-SOPETRAN;SOPETRAN;La Miranda;352;503;
La Puerta-SOPETRAN;SOPETRAN;La Puerta;1.289;157;
Llano de Montaña-SOPETRAN;SOPETRAN;Llano de Montaña;569;968;
Loma del Medio-SOPETRAN;SOPETRAN;Loma del Medio;514;252;
Los Aguacates-SOPETRAN;SOPETRAN;Los Aguacates;551;34;
Los Almendros-SOPETRAN;SOPETRAN;Los Almendros;605;18;
Montegrande-SOPETRAN;SOPETRAN;Montegrande;1.024;522;
Monteires-SOPETRAN;SOPETRAN;Monteires;341;117;
Morrón-SOPETRAN;SOPETRAN;Morron;966;108;
Otrabanda-SOPETRAN;SOPETRAN;Otrabanda;323;;
Palo Grande-SOPETRAN;SOPETRAN;Palo Grande;917;222;
Pomos-SOPETRAN;SOPETRAN;Pomos;142;118;
Potrero-SOPETRAN;SOPETRAN;Potrero;554;157;
Rojas-SOPETRAN;SOPETRAN;Rojas;772;331;
San Nicolás-SOPETRAN;SOPETRAN;San Nicolas;2.970;;
Santa Bárbara-SOPETRAN;SOPETRAN;Santa Barbara;657;545;
Santa Rita-SOPETRAN;SOPETRAN;Santa Rita;162;308;
Tafetanes-SOPETRAN;SOPETRAN;Tafetanes;565;428;
Campo Alegre-TAMESIS;TAMESIS;Campo Alegre;454;73;
Cedeño Alto-TAMESIS;TAMESIS;Cedeño Alto;985;67;
Cedeño Bajo-TAMESIS;TAMESIS;Cedeño Bajo;121;224;
Corozal-TAMESIS;TAMESIS;Corozal;1.404;347;
El Encanto-TAMESIS;TAMESIS;El Encanto;346;413;
El Hacha-TAMESIS;TAMESIS;El Hacha;206;273;
El Líbano-TAMESIS;TAMESIS;El Libano;953;271;
El Rayo-TAMESIS;TAMESIS;El Rayo;355;300;
El Tacón-TAMESIS;TAMESIS;El Tacon;2.185;85;
El Tambor-TAMESIS;TAMESIS;El Tambor;490;133;
Guayabal-TAMESIS;TAMESIS;Guayabal;564;260;
La Alacena-TAMESIS;TAMESIS;La Alacena;747;465;
La Argentina-TAMESIS;TAMESIS;La Argentina;280;241;
La Betania-TAMESIS;TAMESIS;La Betania;2.231;110;
La Florida-TAMESIS;TAMESIS;La Florida;184;252;
La Juventud-TAMESIS;TAMESIS;La Juventud;429;99;
La Liborina-TAMESIS;TAMESIS;La Liborina;318;114;
La Matilde-TAMESIS;TAMESIS;La Matilde;133;120;
La Mesa-TAMESIS;TAMESIS;La Mesa;131;280;
La Mirla-TAMESIS;TAMESIS;La Mirla;81;103;
La Oculta-TAMESIS;TAMESIS;La Oculta;3.753;235;
La Pastora-TAMESIS;TAMESIS;La Pastora;193;131;
La Virgen-TAMESIS;TAMESIS;La Virgen;516;159;
Manzanares-TAMESIS;TAMESIS;Manzanares;1.036;205;
Nudillales-TAMESIS;TAMESIS;Nudillales;223;267;
Otrabanda-TAMESIS;TAMESIS;Otrabanda;565;557;
Pescadero-TAMESIS;TAMESIS;Pescadero;792;172;
Piedra Moler-TAMESIS;TAMESIS;Piedra Moler;118;102;
Rio Claro-TAMESIS;TAMESIS;Rio Claro;129;224;
Rio Frio-TAMESIS;TAMESIS;Rio Frio;1.274;144;
San Antonio-TAMESIS;TAMESIS;San Antonio;1.962;49;
San Isidro-TAMESIS;TAMESIS;San Isidro;397;344;
San Luís-TAMESIS;TAMESIS;San Luis;644;874;
San Nicolás-TAMESIS;TAMESIS;San Nicolas;309;56;
San Pedro-TAMESIS;TAMESIS;San Pedro;333;166;
Santa Teresa-TAMESIS;TAMESIS;Santa Teresa;393;459;
Travesías-TAMESIS;TAMESIS;Travesias;157;138;
Agualinda-TARAZA;TARAZA;Agualinda;557;100;
Anaparcí-TARAZA;TARAZA;Anaparci;2.107;;
Área sin Levantar-TARAZA;TARAZA;area sin Levantar;20.220;;
Barro Blanco-TARAZA;TARAZA;Barro Blanco;3.455;1.495;
Blanco-TARAZA;TARAZA;Blanco;295;;
Cañón de Iglesias-TARAZA;TARAZA;Cañon de Iglesias;1.781;321;
Chuchuí-TARAZA;TARAZA;Chuchui;2.344;444;
Curumaná-TARAZA;TARAZA;Curumana;2.081;45;
Doradas Altas-TARAZA;TARAZA;Doradas Altas;1.572;95;
Doradas Bajas-TARAZA;TARAZA;Doradas Bajas;9.198;;
El Cinco-TARAZA;TARAZA;El Cinco;;511;
El Doce-TARAZA;TARAZA;El Doce;1.123;1.965;
El Guáimaro-TARAZA;TARAZA;El Guaimaro;6.141;1.155;
El Nueve-TARAZA;TARAZA;El Nueve;;552;
El Porvenir-TARAZA;TARAZA;El Porvenir;1.457;;
El Rayo-TARAZA;TARAZA;El Rayo;12.773;449;
El Tres-TARAZA;TARAZA;El Tres;;166;
La Cabaña-TARAZA;TARAZA;La Cabaña;553;133;
La Caucana-TARAZA;TARAZA;La Caucana;1.381;3.901;
La Cidra-TARAZA;TARAZA;La Cidra;1.063;;
La Esperanza-TARAZA;TARAZA;La Esperanza;414;530;
La Linda-TARAZA;TARAZA;La Linda;1.449;41;
La Primavera-TARAZA;TARAZA;La Primavera;5.727;209;
La Unión-TARAZA;TARAZA;La Union;1.392;;
Las Acacias-TARAZA;TARAZA;Las Acacias;813;;
Matecaña-TARAZA;TARAZA;Matecaña;3.643;194;
Nerí-TARAZA;TARAZA;Neri;805;60;
Pécora-TARAZA;TARAZA;Pecora;742;209;
Pecoralia-TARAZA;TARAZA;Pecoralia;1.164;246;
Piedra Brava-TARAZA;TARAZA;Piedra Brava;1.019;855;
Popales-TARAZA;TARAZA;Popales;2.773;99;
Potrero Largo-TARAZA;TARAZA;Potrero Largo;2.295;;
Puquí-TARAZA;TARAZA;Puqui;5.735;315;
Purí-TARAZA;TARAZA;Puri;1.048;239;
Quinterón-TARAZA;TARAZA;Quinteron;1.532;44;
Rancho Viejo-TARAZA;TARAZA;Rancho Viejo;1.805;;
Resguardo Indígena Jaidusabi-TARAZA;TARAZA;Resguardo Indigena Jaidusabi;571;;
Rincón Santo-TARAZA;TARAZA;Rincon Santo;1.025;;
San Antonio-TARAZA;TARAZA;San Antonio;2.628;122;
Santa Clara-TARAZA;TARAZA;Santa Clara;1.409;434;
Tahamí-TARAZA;TARAZA;Tahami;5.906;89;
Tamaco-TARAZA;TARAZA;Tamaco;2.460;135;
Tenerife-TARAZA;TARAZA;Tenerife;1.319;;
Tesorito-TARAZA;TARAZA;Tesorito;2.322;157;
Tornoban-TARAZA;TARAZA;Tornoban;497;150;
Cannan-TARSO;TARSO;Cannan;2.917;242;
Cascabel-TARSO;TARSO;Cascabel;315;344;
Chaguany-TARSO;TARSO;Chaguany;189;102;
El Cedrón-TARSO;TARSO;El Cedron;414;372;
El Plan-TARSO;TARSO;El Plan;154;52;
La Arboleda-TARSO;TARSO;La Arboleda;461;186;
La Dolores-TARSO;TARSO;La Dolores;419;103;
La Herradura-TARSO;TARSO;La Herradura;839;31;
La Linda-TARSO;TARSO;La Linda;725;333;
Morrón-TARSO;TARSO;Morron;323;117;
Mulatico-TARSO;TARSO;Mulatico;1.124;336;
Mulato-TARSO;TARSO;Mulato;196;12;
Patio Bonito-TARSO;TARSO;Patio Bonito;775;198;
San Francisco-TARSO;TARSO;San Francisco;1.789;212;
Tacamocho-TARSO;TARSO;Tacamocho;254;577;
Albania-TITIRIBI;TITIRIBI;Albania;305;542;
Caracol-TITIRIBI;TITIRIBI;Caracol;1.302;183;
El Balsal-TITIRIBI;TITIRIBI;El Balsal;933;119;
El Bosque-TITIRIBI;TITIRIBI;El Bosque;1.128;144;
El Corcovado-TITIRIBI;TITIRIBI;El Corcovado;519;1.124;
El Morro-TITIRIBI;TITIRIBI;El Morro;2.310;197;
El Porvenir-TITIRIBI;TITIRIBI;El Porvenir;1.641;663;
El Volcán-TITIRIBI;TITIRIBI;El Volcan;127;269;
El Zancudo-TITIRIBI;TITIRIBI;El Zancudo;423;364;
Falda del Cauca-TITIRIBI;TITIRIBI;Falda del Cauca;567;201;
La Meseta-TITIRIBI;TITIRIBI;La Meseta;1.671;478;
La Peña-TITIRIBI;TITIRIBI;La Peña;160;244;
Loma del Guamo-TITIRIBI;TITIRIBI;Loma del Guamo;727;282;
Los Micos-TITIRIBI;TITIRIBI;Los Micos;363;382;
Otramina-TITIRIBI;TITIRIBI;Otramina;749;727;
Pueblito de los Bolívares-TITIRIBI;TITIRIBI;Pueblito de los Bolivares;154;73;
Sinifaná-TITIRIBI;TITIRIBI;Sinifana;887;33;
Sitio Viejo-TITIRIBI;TITIRIBI;Sitio Viejo;266;532;
Barrancas-TOLEDO;TOLEDO;Barrancas;650;300;
Biogui-TOLEDO;TOLEDO;Biogui;483;339;
Brugo-TOLEDO;TOLEDO;Brugo;1.614;130;
Buenavista-TOLEDO;TOLEDO;Buenavista;330;232;
El Cántaro-TOLEDO;TOLEDO;El Cantaro;287;120;
El Moral - El Toro-TOLEDO;TOLEDO;El Moral - El Toro;605;163;
El Naranjo-TOLEDO;TOLEDO;El Naranjo;113;219;
El Valle-TOLEDO;TOLEDO;El Valle;245;136;
Guayabal-TOLEDO;TOLEDO;Guayabal;600;111;
Helechales-TOLEDO;TOLEDO;Helechales;1.088;472;
La Cascarela-TOLEDO;TOLEDO;La Cascarela;2.616;80;
La Florida-TOLEDO;TOLEDO;La Florida;376;152;
La Linda-TOLEDO;TOLEDO;La Linda;469;223;
Las Margaritas-TOLEDO;TOLEDO;Las Margaritas;640;246;
Mena-TOLEDO;TOLEDO;Mena;469;66;
Miraflores-TOLEDO;TOLEDO;Miraflores;841;279;
Paloblanco-TOLEDO;TOLEDO;Paloblanco;961;246;
Santa María-TOLEDO;TOLEDO;Santa Maria;163;96;
Santo Domingo-TOLEDO;TOLEDO;Santo Domingo;473;87;
Taque-TOLEDO;TOLEDO;Taque;416;334;
11 De Noviembre-TURBO;TURBO;11 De Noviembre;615;90;
27 De Diciembre-TURBO;TURBO;27 De Diciembre;633;1.135;
Achiote-TURBO;TURBO;Achiote;322;108;
Aguas Claras-TURBO;TURBO;Aguas Claras;726;289;
Aguas Frías-TURBO;TURBO;Aguas Frias;1.607;;
Aguas Prietas-TURBO;TURBO;Aguas Prietas;2.435;158;
Ahuyama-TURBO;TURBO;Ahuyama;1.244;216;
Ahuyamita-TURBO;TURBO;Ahuyamita;970;79;
Alto Caimán-TURBO;TURBO;Alto Caiman;5.793;;
Alto Cirilo-TURBO;TURBO;Alto Cirilo;1.754;98;
Alto de Mulatos-TURBO;TURBO;Alto de Mulatos;990;432;
Alto Manteca-TURBO;TURBO;Alto Manteca;416;;
Altos de Nueva Fe-TURBO;TURBO;Altos de Nueva Fe;1.160;83;
Arcua Arriba-TURBO;TURBO;Arcua Arriba;1.080;235;
Arcua Central-TURBO;TURBO;Arcua Central;860;37;
Bajo Cirilo-TURBO;TURBO;Bajo Cirilo;437;334;
Barro Colorado-TURBO;TURBO;Barro Colorado;448;576;
Bella Rosa-TURBO;TURBO;Bella Rosa;;6;
Bellavista-TURBO;TURBO;Bellavista;;263;
Boca de Mata de Plátano-TURBO;TURBO;Boca de Mata de Platano;802;;
Boca Limón-TURBO;TURBO;Boca Limon;1.031;31;
Bocas de Tío López-TURBO;TURBO;Bocas de Tio Lopez;649;6;
Bocas del Río Turbo-TURBO;TURBO;Bocas del Rio Turbo;639;516;
Bocas del Roto-TURBO;TURBO;Bocas del Roto;3.794;97;
Bonga-TURBO;TURBO;Bonga;265;120;
Brazo Izquierdo-TURBO;TURBO;Brazo Izquierdo;1.572;58;
Brunito Abajo-TURBO;TURBO;Brunito Abajo;714;228;
Brunito Arriba-TURBO;TURBO;Brunito Arriba;271;33;
Brunito Medio-TURBO;TURBO;Brunito Medio;903;140;
Buenos Aires-TURBO;TURBO;Buenos Aires;2.173;44;
Cacahual Abajo-TURBO;TURBO;Cacahual Abajo;717;230;
Cacahual Arriba-TURBO;TURBO;Cacahual Arriba;942;;
Caimancito-TURBO;TURBO;Caimancito;822;133;
California-TURBO;TURBO;California;105;142;
Calle Larga-TURBO;TURBO;Calle Larga;358;886;
Caraballito-TURBO;TURBO;Caraballito;1.859;56;
Caraballo-TURBO;TURBO;Caraballo;1.602;7;
Caracolí-TURBO;TURBO;Caracoli;655;332;
Casa Roja-TURBO;TURBO;Casa Roja;740;51;
Casanova-TURBO;TURBO;Casanova;540;768;
Cerritos-TURBO;TURBO;Cerritos;1.045;45;
Cielo Azul-TURBO;TURBO;Cielo Azul;860;;
Cienaguita-TURBO;TURBO;Cienaguita;1.027;117;
Cirilo Medio-TURBO;TURBO;Cirilo Medio;559;9;
Cocuelo San Felipe-TURBO;TURBO;Cocuelo San Felipe;2.062;;
Comunal La Suerte-TURBO;TURBO;Comunal La Suerte;3.099;39;
Comunal San Jorge-TURBO;TURBO;Comunal San Jorge;2.530;;
Cope-TURBO;TURBO;Cope;1.135;1.696;
Coquital-TURBO;TURBO;Coquital;447;;
Coquitalito-TURBO;TURBO;Coquitalito;235;;
Coquitos-TURBO;TURBO;Coquitos;451;845;
Cuchillo Blanco-TURBO;TURBO;Cuchillo Blanco;;96;
Cuchillo Negro-TURBO;TURBO;Cuchillo Negro;;47;
El Algodón-TURBO;TURBO;El Algodon;197;;
El Azúcar-TURBO;TURBO;El Azucar;459;209;
El Barro-TURBO;TURBO;El Barro;743;79;
El Bongo-TURBO;TURBO;El Bongo;523;277;
El Cahual-TURBO;TURBO;El Cahual;851;179;
El Caimán-TURBO;TURBO;El Caiman;1.467;15;
El Cedro-TURBO;TURBO;El Cedro;1.844;63;
El Cocuelo-TURBO;TURBO;El Cocuelo;3.345;117;
El Congo-TURBO;TURBO;El Congo;3.184;429;
El Dos-TURBO;TURBO;El Dos;;1.209;
El Esfuerzo-TURBO;TURBO;El Esfuerzo;76;193;
El Indio-TURBO;TURBO;El Indio;1.304;;
El Limón-TURBO;TURBO;El Limon;1.518;39;
El Limón-TURBO;TURBO;El Limon;864;;
El Olleto-TURBO;TURBO;El Olleto;1.290;;
El Palmito-TURBO;TURBO;El Palmito;338;120;
El Porvenir-TURBO;TURBO;El Porvenir;149;576;
El Porvenir de Tulapa-TURBO;TURBO;El Porvenir de Tulapa;476;51;
El Recreo-TURBO;TURBO;El Recreo;41;166;
El Tagual-TURBO;TURBO;El Tagual;514;;
El Tonel-TURBO;TURBO;El Tonel;117;174;
El Veinte-TURBO;TURBO;El Veinte;2.585;4;
El Venado-TURBO;TURBO;El Venado;846;569;
El Volcán-TURBO;TURBO;El Volcan;887;135;
El Volcán-TURBO;TURBO;El Volcan;1.200;;
Eugenia Arriba-TURBO;TURBO;Eugenia Arriba;233;;
Eugenia Media-TURBO;TURBO;Eugenia Media;774;56;
Galilea-TURBO;TURBO;Galilea;873;228;
Guacamaya-TURBO;TURBO;Guacamaya;1.395;;
Guadualito-TURBO;TURBO;Guadualito;101;268;
Guayabal Abajo-TURBO;TURBO;Guayabal Abajo;715;;
Guayabal Arriba-TURBO;TURBO;Guayabal Arriba;972;118;
Gustavo Mejía-TURBO;TURBO;Gustavo Mejia;68;107;
Hacienda Currulao-TURBO;TURBO;Hacienda Currulao;499;38;
Honduras-TURBO;TURBO;Honduras;93;240;
Isaías-TURBO;TURBO;Isaias;1.862;91;
Isaías Arriba-TURBO;TURBO;Isaias Arriba;1.100;;
Juan Benítez-TURBO;TURBO;Juan Benitez;1.187;267;
Kilómetro 25-TURBO;TURBO;Kilometro 25;1.618;181;
Kuwait-TURBO;TURBO;Kuwait;630;175;
La Arenera-TURBO;TURBO;La Arenera;614;190;
La Arenosa-TURBO;TURBO;La Arenosa;442;487;
La Carbonera-TURBO;TURBO;La Carbonera;842;;
La Ceniza-TURBO;TURBO;La Ceniza;1.441;317;
La Coraza-TURBO;TURBO;La Coraza;290;;
La Cucaracha-TURBO;TURBO;La Cucaracha;210;;
La Deseada-TURBO;TURBO;La Deseada;1.499;278;
La Doncella-TURBO;TURBO;La Doncella;903;;
La Esperanza-TURBO;TURBO;La Esperanza;1.205;1.107;
La Esperanza-TURBO;TURBO;La Esperanza;826;;
La Esperanza-TURBO;TURBO;La Esperanza;2.206;;
La Florida-TURBO;TURBO;La Florida;621;63;
La Fría-TURBO;TURBO;La Fria;192;;
La Ilusión-TURBO;TURBO;La Ilusion;1.385;46;
La Islita-TURBO;TURBO;La Islita;892;;
La Leona-TURBO;TURBO;La Leona;6.554;;
La Llana-TURBO;TURBO;La Llana;486;95;
La Naranja-TURBO;TURBO;La Naranja;1.034;16;
La Pedregosa-TURBO;TURBO;La Pedregosa;770;57;
La Piña-TURBO;TURBO;La Piña;55;169;
La Pita-TURBO;TURBO;La Pita;2.094;189;
La Pitica-TURBO;TURBO;La Pitica;924;;
La Playona-TURBO;TURBO;La Playona;877;189;
La Pola-TURBO;TURBO;La Pola;2.352;695;
La Pola-TURBO;TURBO;La Pola;311;;
La Primavera-TURBO;TURBO;La Primavera;38.313;97;
La Pujarra-TURBO;TURBO;La Pujarra;1.167;;
La Rosita-TURBO;TURBO;La Rosita;1.475;41;
La Tachuela-TURBO;TURBO;La Tachuela;177;421;
La Te-TURBO;TURBO;La Te;3.651;72;
La Teca-TURBO;TURBO;La Teca;302;319;
La Tempestad-TURBO;TURBO;La Tempestad;348;;
La Trampa-TURBO;TURBO;La Trampa;1.557;291;
La Unión-TURBO;TURBO;La Union;740;15;
La Unión-TURBO;TURBO;La Union;1.769;;
Las Babillas-TURBO;TURBO;Las Babillas;3.968;88;
Las Camelias-TURBO;TURBO;Las Camelias;415;791;
Las Cañas-TURBO;TURBO;Las Cañas;544;62;
Las Flores-TURBO;TURBO;Las Flores;522;202;
Las Garzas-TURBO;TURBO;Las Garzas;1.087;564;
Las Mantecas-TURBO;TURBO;Las Mantecas;644;;
Las Mercedes-TURBO;TURBO;Las Mercedes;1.876;167;
Las Monas-TURBO;TURBO;Las Monas;728;18;
Las Pavas-TURBO;TURBO;Las Pavas;890;;
León Abajo-TURBO;TURBO;Leon Abajo;981;1;
Leoncito-TURBO;TURBO;Leoncito;36.124;525;
Limón Medio-TURBO;TURBO;Limon Medio;1.147;306;
Lomas Aisladas-TURBO;TURBO;Lomas Aisladas;1.037;147;
Los Cuarenta-TURBO;TURBO;Los Cuarenta;306;131;
Los Enamorados-TURBO;TURBO;Los Enamorados;2.077;336;
Los Indios-TURBO;TURBO;Los Indios;1.791;31;
Los Manatíes-TURBO;TURBO;Los Manaties;5.097;125;
Los Mangos Medios-TURBO;TURBO;Los Mangos Medios;1.296;155;
Los Moncholos-TURBO;TURBO;Los Moncholos;1.950;287;
Lucio-TURBO;TURBO;Lucio;1.525;168;
Macondo-TURBO;TURBO;Macondo;;144;
Mankendal-TURBO;TURBO;Mankendal;1.171;430;
Mantagorda-TURBO;TURBO;Mantagorda;2.159;118;
Manuel Cuello-TURBO;TURBO;Manuel Cuello;1.608;685;
Mata de Plátano Arriba-TURBO;TURBO;Mata de Platano Arriba;533;274;
Mil Pesares-TURBO;TURBO;Mil Pesares;1.869;25;
Mono Macho-TURBO;TURBO;Mono Macho;2.862;117;
Mono Macho-TURBO;TURBO;Mono Macho;681;;
Monte Verde No. 1-TURBO;TURBO;Monte Verde No. 1;488;1.236;
Monte Verde No. 2-TURBO;TURBO;Monte Verde No. 2;494;981;
Nueva Colombia-TURBO;TURBO;Nueva Colombia;637;326;
Nueva Esperanza-TURBO;TURBO;Nueva Esperanza;73;167;
Nueva Estrella-TURBO;TURBO;Nueva Estrella;1.122;20;
Nueva Granada-TURBO;TURBO;Nueva Granada;604;307;
Nueva Tulapa-TURBO;TURBO;Nueva Tulapa;1.059;186;
Nueva Unión-TURBO;TURBO;Nueva Union;1.934;196;
Nuevo Antioquia-TURBO;TURBO;Nuevo Antioquia;20;944;
Nuevo Oriente-TURBO;TURBO;Nuevo Oriente;1.258;260;
Oviedo-TURBO;TURBO;Oviedo;1.625;122;
Pa Que Mas-TURBO;TURBO;Pa Que Mas;1.175;;
Palo de Agua-TURBO;TURBO;Palo de Agua;232;;
Palos Blancos-TURBO;TURBO;Palos Blancos;1.156;;
Paraíso Tulapa-TURBO;TURBO;Paraiso Tulapa;356;18;
Piedrecitas-TURBO;TURBO;Piedrecitas;1.077;540;
Playa Larga-TURBO;TURBO;Playa Larga;1.016;60;
Pueblo Bello-TURBO;TURBO;Pueblo Bello;846;666;
Pueblo Galleta-TURBO;TURBO;Pueblo Galleta;570;162;
