Id-Vereda_Mpio;Municipio;Vereda;Extension_Ha;Poblacion_hab;CAR
Pueblo Regado-TURBO;TURBO;Pueblo Regado;497;;
Puerto Cesar-TURBO;TURBO;Puerto Cesar;866;1.463;
Puerto Rico-TURBO;TURBO;Puerto Rico;61;121;
Puerto Voy-TURBO;TURBO;Puerto Voy;110;300;
Punto Rojo-TURBO;TURBO;Punto Rojo;703;151;
Puya Abajo-TURBO;TURBO;Puya Abajo;1.000;163;
Puya Arriba-TURBO;TURBO;Puya Arriba;1.080;410;
Puya Medio-TURBO;TURBO;Puya Medio;662;369;
Puyita-TURBO;TURBO;Puyita;1.997;309;
Ranchería-TURBO;TURBO;Rancheria;2.745;79;
Real Cocuelo-TURBO;TURBO;Real Cocuelo;1.301;;
Río Turbo-TURBO;TURBO;Rio Turbo;2.394;79;
Salsipuedes-TURBO;TURBO;Salsipuedes;854;48;
San Andrés de Tulapa-TURBO;TURBO;San Andres de Tulapa;597;125;
San Felipe-TURBO;TURBO;San Felipe;564;187;
San José de Mulatos-TURBO;TURBO;San Jose de Mulatos;42;889;
San Marcanda-TURBO;TURBO;San Marcanda;67;7;
San Pablo-TURBO;TURBO;San Pablo;2.113;152;
San Vicente del Congo-TURBO;TURBO;San Vicente del Congo;20;605;
Santa Bárbara Abajo-TURBO;TURBO;Santa Barbara Abajo;537;76;
Santa Bárbara Arriba-TURBO;TURBO;Santa Barbara Arriba;461;87;
Santa Fe de la Islita-TURBO;TURBO;Santa Fe de la Islita;793;;
Santa Fe de los Mangos-TURBO;TURBO;Santa Fe de los Mangos;457;151;
Santa Inés-TURBO;TURBO;Santa Ines;513;606;
Santa Rosa-TURBO;TURBO;Santa Rosa;927;222;
Santiago de Urabá-TURBO;TURBO;Santiago de Uraba;3;287;
Semana Santa-TURBO;TURBO;Semana Santa;824;33;
Siete de Agosto-TURBO;TURBO;Siete de Agosto;946;276;
Siete Vueltas-TURBO;TURBO;Siete Vueltas;393;;
Sinaí-TURBO;TURBO;Sinai;1.341;514;
Suriqui-TURBO;TURBO;Suriqui;5.568;;
Tie-TURBO;TURBO;Tie;1.039;408;
Tío Gil-TURBO;TURBO;Tio Gil;1.331;49;
Tío Lopez Alto-TURBO;TURBO;Tio Lopez Alto;1.304;239;
Tío López Medio-TURBO;TURBO;Tio Lopez Medio;647;218;
Toribio Alto-TURBO;TURBO;Toribio Alto;2.093;69;
Toribio Medio-TURBO;TURBO;Toribio Medio;572;114;
Toya-TURBO;TURBO;Toya;1.368;78;
Tumaradó-TURBO;TURBO;Tumarado;1.053;;
Tumaradocito-TURBO;TURBO;Tumaradocito;1.104;;
Tuntún Abajo-TURBO;TURBO;Tuntun Abajo;554;;
Tuntún Arriba-TURBO;TURBO;Tuntun Arriba;846;;
Villa Maria-TURBO;TURBO;Villa Maria;479;375;
Villa Maria Arriba-TURBO;TURBO;Villa Maria Arriba;312;650;
Villa Rosa-TURBO;TURBO;Villa Rosa;2.168;59;
Zabaletas-TURBO;TURBO;Zabaletas;324;68;
Alto del Pital-URAMITA;URAMITA;Alto del Pital;158;;
Ambalema-URAMITA;URAMITA;Ambalema;635;244;
Arenales-URAMITA;URAMITA;Arenales;1.022;63;
Balcón-URAMITA;URAMITA;Balcon;251;106;
Cabaña-URAMITA;URAMITA;Cabaña;54;;
Caliche-URAMITA;URAMITA;Caliche;262;34;
Caracolal-URAMITA;URAMITA;Caracolal;596;66;
Caunce-URAMITA;URAMITA;Caunce;1.522;346;
Chachafrutal-URAMITA;URAMITA;Chachafrutal;510;40;
Chontadural-URAMITA;URAMITA;Chontadural;414;84;
Cienaga-URAMITA;URAMITA;Cienaga;691;85;
Cominal-URAMITA;URAMITA;Cominal;1.057;125;
Corozo-URAMITA;URAMITA;Corozo;140;77;
Cumbre-URAMITA;URAMITA;Cumbre;301;64;
El Llano-URAMITA;URAMITA;El Llano;563;87;
El Palón-URAMITA;URAMITA;El Palon;174;50;
El Pital-URAMITA;URAMITA;El Pital;169;235;
Encalichada-URAMITA;URAMITA;Encalichada;883;190;
Esperanza Botija-URAMITA;URAMITA;Esperanza Botija;266;41;
Frontinito-URAMITA;URAMITA;Frontinito;232;65;
Guayabal-URAMITA;URAMITA;Guayabal;685;70;
Iracal-URAMITA;URAMITA;Iracal;459;118;
La Aguada-URAMITA;URAMITA;La Aguada;937;103;
Limón Cabuyal-URAMITA;URAMITA;Limon Cabuyal;1.061;108;
Limón Chupadero-URAMITA;URAMITA;Limon Chupadero;999;131;
Madero-URAMITA;URAMITA;Madero;205;146;
Mediacuesta-URAMITA;URAMITA;Mediacuesta;803;154;
Meseta-URAMITA;URAMITA;Meseta;442;121;
Monos-URAMITA;URAMITA;Monos;442;231;
Murrapal-URAMITA;URAMITA;Murrapal;1.375;270;
Nudillales-URAMITA;URAMITA;Nudillales;362;203;
Oro Bajo-URAMITA;URAMITA;Oro Bajo;1.209;69;
Oso-URAMITA;URAMITA;Oso;561;120;
Palmas-URAMITA;URAMITA;Palmas;317;84;
Paramillo-URAMITA;URAMITA;Paramillo;578;165;
Peñas Blancas-URAMITA;URAMITA;Peñas Blancas;268;127;
Retiro-URAMITA;URAMITA;Retiro;2.404;226;
Río Verde-URAMITA;URAMITA;Rio Verde;523;73;
San Benito-URAMITA;URAMITA;San Benito;253;79;
San Francisco-URAMITA;URAMITA;San Francisco;605;55;
Toronjo-URAMITA;URAMITA;Toronjo;395;121;
Travesías-URAMITA;URAMITA;Travesias;637;231;
Aguacates-URRAO;URRAO;Aguacates;985;273;
Aguas Chiquitas-URRAO;URRAO;Aguas Chiquitas;3.794;208;
Área sin Levantar-URRAO;URRAO;area sin Levantar;108.128;;
Arenales-URRAO;URRAO;Arenales;2.164;395;
Chaque-URRAO;URRAO;Chaque;1.149;91;
El Chuscal-URRAO;URRAO;El Chuscal;7.895;232;
El Escobero-URRAO;URRAO;El Escobero;282;141;
El Hato-URRAO;URRAO;El Hato;4.296;276;
El Indio-URRAO;URRAO;El Indio;231;291;
El Llano-URRAO;URRAO;El Llano;368;308;
El Maravillo-URRAO;URRAO;El Maravillo;5.891;100;
El Narcizo-URRAO;URRAO;El Narcizo;1.429;82;
El Paso-URRAO;URRAO;El Paso;625;261;
El Porvenir-URRAO;URRAO;El Porvenir;1.083;450;
El Saladito-URRAO;URRAO;El Saladito;1.079;292;
El Salado - La Honda-URRAO;URRAO;El Salado - La Honda;7.896;627;
El Salvador-URRAO;URRAO;El Salvador;817;228;
El Topacio-URRAO;URRAO;El Topacio;137;134;
El Volcán-URRAO;URRAO;El Volcan;1.002;184;
Guapante-URRAO;URRAO;Guapante;1.120;426;
La Ana-URRAO;URRAO;La Ana;5.484;338;
La Cartagena-URRAO;URRAO;La Cartagena;3.325;471;
La Clara-URRAO;URRAO;La Clara;8.843;31;
La Despensa-URRAO;URRAO;La Despensa;1.711;;
La Florida-URRAO;URRAO;La Florida;773;137;
La Guayabala-URRAO;URRAO;La Guayabala;148;67;
La Loma - San Luís - San Vidal-URRAO;URRAO;La Loma - San Luis - San Vidal;1.104;848;
La Lucia-URRAO;URRAO;La Lucia;1.091;128;
La Magdalena-URRAO;URRAO;La Magdalena;3.500;198;
La Matanza-URRAO;URRAO;La Matanza;3.217;332;
La Primavera-URRAO;URRAO;La Primavera;781;405;
La Venta-URRAO;URRAO;La Venta;791;367;
Las Mercedes-URRAO;URRAO;Las Mercedes;2.238;131;
Llano Grande-URRAO;URRAO;Llano Grande;6.339;94;
Los Animes-URRAO;URRAO;Los Animes;1.463;102;
Los Barrancos-URRAO;URRAO;Los Barrancos;350;231;
Mandé-URRAO;URRAO;Mande;;2.758;
Orobugo Alto-URRAO;URRAO;Orobugo Alto;4.321;487;
Orobugo Bajo-URRAO;URRAO;Orobugo Bajo;355;;
Orobugo Medio-URRAO;URRAO;Orobugo Medio;1.097;437;
Parque Nacional Natural las Orquídeas-URRAO;URRAO;Parque Nacional Natural las Orquideas;8.172;162;
Penderisco Arriba-URRAO;URRAO;Penderisco Arriba;5.626;145;
Pringamosal-URRAO;URRAO;Pringamosal;1.361;332;
Punta de Ocaidó-URRAO;URRAO;Punta de Ocaido;;333;
Quebradona-URRAO;URRAO;Quebradona;1.904;137;
Sabanas-URRAO;URRAO;Sabanas;767;362;
San Agustín-URRAO;URRAO;San Agustin;1.163;113;
San Bartolo-URRAO;URRAO;San Bartolo;1.632;;
San Carlos-URRAO;URRAO;San Carlos;2.254;247;
San Joaquín-URRAO;URRAO;San Joaquin;2.041;50;
San José-URRAO;URRAO;San Jose;2.848;252;
San José (Limite sin definir)-URRAO;URRAO;San Jose (Limite sin definir);528;;
San José Montañitas-URRAO;URRAO;San Jose Montañitas;4.768;364;
San Matías-URRAO;URRAO;San Matias;799;301;
San Rafael-URRAO;URRAO;San Rafael;709;74;
Santa Ana-URRAO;URRAO;Santa Ana;3.440;58;
Santa Catalina-URRAO;URRAO;Santa Catalina;1.615;362;
Santa Isabel-URRAO;URRAO;Santa Isabel;4.705;194;
Astilleros-VALDIVIA;VALDIVIA;Astilleros;322;200;
Cachirime-VALDIVIA;VALDIVIA;Cachirime;2.808;870;
Caracolí-VALDIVIA;VALDIVIA;Caracoli;21;151;
Chorros Blancos-VALDIVIA;VALDIVIA;Chorros Blancos;3.302;62;
Clavellino-VALDIVIA;VALDIVIA;Clavellino;656;120;
Colmenas-VALDIVIA;VALDIVIA;Colmenas;2.201;114;
Colombia-VALDIVIA;VALDIVIA;Colombia;1.276;42;
El Catorce-VALDIVIA;VALDIVIA;El Catorce;66;316;
El Higuerón-VALDIVIA;VALDIVIA;El Higueron;848;170;
El Pital-VALDIVIA;VALDIVIA;El Pital;846;705;
El Quince-VALDIVIA;VALDIVIA;El Quince;249;489;
Juntas-VALDIVIA;VALDIVIA;Juntas;4.539;107;
La Alemania-VALDIVIA;VALDIVIA;La Alemania;3.479;308;
La América-VALDIVIA;VALDIVIA;La America;1.230;158;
La Coposa-VALDIVIA;VALDIVIA;La Coposa;1.345;175;
La Habana-VALDIVIA;VALDIVIA;La Habana;709;421;
La Paulina-VALDIVIA;VALDIVIA;La Paulina;2.621;506;
La Siberia-VALDIVIA;VALDIVIA;La Siberia;646;;
Las Camelias-VALDIVIA;VALDIVIA;Las Camelias;204;90;
Las Palomas-VALDIVIA;VALDIVIA;Las Palomas;257;602;
Los Pomos-VALDIVIA;VALDIVIA;Los Pomos;2.961;389;
Monte Blanco-VALDIVIA;VALDIVIA;Monte Blanco;620;1.105;
Montefrío-VALDIVIA;VALDIVIA;Montefrio;1.038;153;
Morrón - Sevilla-VALDIVIA;VALDIVIA;Morron - Sevilla;1.059;;
Nevado-VALDIVIA;VALDIVIA;Nevado;2.227;147;
Pensilvania-VALDIVIA;VALDIVIA;Pensilvania;918;163;
Playa Rica-VALDIVIA;VALDIVIA;Playa Rica;926;231;
Puerto Raudal-VALDIVIA;VALDIVIA;Puerto Raudal;538;670;
Raudal Viejo-VALDIVIA;VALDIVIA;Raudal Viejo;1.538;;
San Fermín-VALDIVIA;VALDIVIA;San Fermin;1.509;371;
San José de Génova-VALDIVIA;VALDIVIA;San Jose de Genova;7.314;154;
Santa Ana Chorrillos-VALDIVIA;VALDIVIA;Santa Ana Chorrillos;1.806;292;
Santa Bárbara-VALDIVIA;VALDIVIA;Santa Barbara;1.888;232;
Santa Inés-VALDIVIA;VALDIVIA;Santa Ines;1.117;280;
Vizcaya-VALDIVIA;VALDIVIA;Vizcaya;1.072;114;
Zapatillo-VALDIVIA;VALDIVIA;Zapatillo;1.667;;
Comuna La Virgen-VALPARAISO;VALPARAISO;Comuna La Virgen;212;;
El Bosque-VALPARAISO;VALPARAISO;El Bosque;213;139;
El Guayabo-VALPARAISO;VALPARAISO;El Guayabo;217;158;
El Líbano-VALPARAISO;VALPARAISO;El Libano;251;123;
El Pescadero-VALPARAISO;VALPARAISO;El Pescadero;211;;
Itima-VALPARAISO;VALPARAISO;Itima;1.700;121;
La Aurora-VALPARAISO;VALPARAISO;La Aurora;467;;
La Barca-VALPARAISO;VALPARAISO;La Barca;1.736;;
La Bocana-VALPARAISO;VALPARAISO;La Bocana;457;222;
La Fabiana-VALPARAISO;VALPARAISO;La Fabiana;2.065;172;
La Graciela-VALPARAISO;VALPARAISO;La Graciela;255;131;
La Meseta-VALPARAISO;VALPARAISO;La Meseta;113;233;
La Miel-VALPARAISO;VALPARAISO;La Miel;111;;
La Paz-VALPARAISO;VALPARAISO;La Paz;153;;
La Placita-VALPARAISO;VALPARAISO;La Placita;237;;
Las Sardinas-VALPARAISO;VALPARAISO;Las Sardinas;295;136;
Machonta -VALPARAISO;VALPARAISO;Machonta ;1.562;223;
Mallarino-VALPARAISO;VALPARAISO;Mallarino;832;407;
Parcelación Montenegro-VALPARAISO;VALPARAISO;Parcelacion Montenegro;760;;
Playa Rica-VALPARAISO;VALPARAISO;Playa Rica;191;177;
San José-VALPARAISO;VALPARAISO;San Jose;580;;
Santa Ana-VALPARAISO;VALPARAISO;Santa Ana;270;156;
Bélgica-VEGACHI;VEGACHI;Belgica;872;186;
Bellavista-VEGACHI;VEGACHI;Bellavista;1.235;78;
Corinto-VEGACHI;VEGACHI;Corinto;5.899;63;
El Cascajo-VEGACHI;VEGACHI;El Cascajo;2.107;173;
El Churú-VEGACHI;VEGACHI;El Churu;2.208;334;
El Cinco-VEGACHI;VEGACHI;El Cinco;3.190;368;
El Jabón-VEGACHI;VEGACHI;El Jabon;1.160;115;
El Olvido-VEGACHI;VEGACHI;El Olvido;3.277;85;
El Pescado-VEGACHI;VEGACHI;El Pescado;2.873;308;
El Tigre-VEGACHI;VEGACHI;El Tigre;1.464;703;
La Alejandría-VEGACHI;VEGACHI;La Alejandria;753;92;
La Ceiba-VEGACHI;VEGACHI;La Ceiba;3.369;147;
La Clarita-VEGACHI;VEGACHI;La Clarita;2.355;125;
La Cristalina-VEGACHI;VEGACHI;La Cristalina;1.880;99;
La Gallinera-VEGACHI;VEGACHI;La Gallinera;1.919;323;
La Sierra-VEGACHI;VEGACHI;La Sierra;1.114;364;
La Soñadora-VEGACHI;VEGACHI;La Soñadora;1.009;112;
La Unión-VEGACHI;VEGACHI;La Union;4.523;97;
Mata Arriba-VEGACHI;VEGACHI;Mata Arriba;546;232;
Mata Baja-VEGACHI;VEGACHI;Mata Baja;1.637;174;
Moná-VEGACHI;VEGACHI;Mona;4.224;277;
Piedrancha-VEGACHI;VEGACHI;Piedrancha;3.329;165;
San Juan-VEGACHI;VEGACHI;San Juan;1.598;67;
San Pascual-VEGACHI;VEGACHI;San Pascual;629;252;
Bolombolo-VENECIA;VENECIA;Bolombolo;5.480;2.671;
Cerro Tusa-VENECIA;VENECIA;Cerro Tusa;3.785;369;
El Cerro-VENECIA;VENECIA;El Cerro;486;;
El Limón-VENECIA;VENECIA;El Limon;88;;
El Recreo-VENECIA;VENECIA;El Recreo;673;;
El Rincón-VENECIA;VENECIA;El Rincon;264;286;
El Ventiadero-VENECIA;VENECIA;El Ventiadero;159;162;
El Vergel-VENECIA;VENECIA;El Vergel;55;;
La Amalia-VENECIA;VENECIA;La Amalia;312;;
La Arabia-VENECIA;VENECIA;La Arabia;1.217;611;
La Mina-VENECIA;VENECIA;La Mina;45;157;
Melindres-VENECIA;VENECIA;Melindres;24;149;
Miraflores-VENECIA;VENECIA;Miraflores;304;;
Palenque-VENECIA;VENECIA;Palenque;567;;
Palmichal-VENECIA;VENECIA;Palmichal;504;180;
Rita Peñas Azules-VENECIA;VENECIA;Rita Peñas Azules;185;;
Villa Silvia-VENECIA;VENECIA;Villa Silvia;355;304;
Arenal-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Arenal;6.251;142;
Belén-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Belen;868;28;
Boca de Luisa-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Boca de Luisa;7.565;136;
Boca de Vidri-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Boca de Vidri;4.603;133;
Briceño-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Briceño;5.423;72;
Buchadó-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Buchado;16.816;717;
Gengadó-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Gengado;6.899;;
Guaguandó-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Guaguando;18.234;;
Isleta-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Isleta;3.083;319;
Jarapetó-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Jarapeto;8.393;;
La Playa-VIGIA DEL FUERTE;VIGIA DEL FUERTE;La Playa;6.414;434;
Loma Murrí-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Loma Murri;7.211;426;
Palo Blanco-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Palo Blanco;5.352;152;
Partadó-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Partado;4.160;;
Piedras Gordas-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Piedras Gordas;586;26;
Playita-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Playita;6.901;47;
Pueblo Nuevo-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Pueblo Nuevo;3.292;;
Puerto Antioquia-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Puerto Antioquia;7.439;235;
Puerto Medellín-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Puerto Medellin;4.239;133;
Puerto Palacio-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Puerto Palacio;4.882;161;
Salado-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Salado;8.120;;
San Alejandro-VIGIA DEL FUERTE;VIGIA DEL FUERTE;San Alejandro;7.397;279;
San Antonio de Padua-VIGIA DEL FUERTE;VIGIA DEL FUERTE;San Antonio de Padua;14.465;561;
San Martín-VIGIA DEL FUERTE;VIGIA DEL FUERTE;San Martin;2.761;62;
San Miguel-VIGIA DEL FUERTE;VIGIA DEL FUERTE;San Miguel;4.578;233;
Santa María-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Santa Maria;9.270;190;
Vegaez-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Vegaez;2.666;278;
Villa Nueva-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Villa Nueva;2.669;160;
Vuelta Cortada-VIGIA DEL FUERTE;VIGIA DEL FUERTE;Vuelta Cortada;4.721;169;
Briceño-YALI;YALI;Briceño;821;109;
Brillantina-YALI;YALI;Brillantina;1.454;180;
Casamora-YALI;YALI;Casamora;1.106;150;
El Cinismo-YALI;YALI;El Cinismo;1.754;64;
El Jardín-YALI;YALI;El Jardin;1.389;217;
El Zancudo-YALI;YALI;El Zancudo;1.302;80;
Hatillo-YALI;YALI;Hatillo;957;239;
La Argentina-YALI;YALI;La Argentina;988;52;
La Clarita-YALI;YALI;La Clarita;2.116;;
La Honda-YALI;YALI;La Honda;1.064;42;
La Mariana-YALI;YALI;La Mariana;154;46;
La Mascara-YALI;YALI;La Mascara;3.481;209;
La Mascota-YALI;YALI;La Mascota;3.035;273;
La Playa-YALI;YALI;La Playa;2.096;77;
Las Agüitas-YALI;YALI;Las Agüitas;2.102;84;
Las Dantas-YALI;YALI;Las Dantas;1.172;59;
Las Margaritas-YALI;YALI;Las Margaritas;3.869;222;
Montañita-YALI;YALI;Montañita;631;182;
Montebello-YALI;YALI;Montebello;1.259;65;
Puerto Estafa-YALI;YALI;Puerto Estafa;1.520;87;
San Jorge-YALI;YALI;San Jorge;1.243;130;
San Mauricio-YALI;YALI;San Mauricio;4.172;167;
San Pedrito-YALI;YALI;San Pedrito;1.876;125;
San Rafael-YALI;YALI;San Rafael;1.277;99;
Santa Lucia-YALI;YALI;Santa Lucia;1.716;260;
Terminal la Alondra-YALI;YALI;Terminal la Alondra;606;100;
Villanita-YALI;YALI;Villanita;483;258;
Aguacatal-YARUMAL;YARUMAL;Aguacatal;1.193;394;
Cañaveral-YARUMAL;YARUMAL;Cañaveral;291;270;
Cedeño-YARUMAL;YARUMAL;Cedeño;1.821;2.024;
Chorros Blancos-YARUMAL;YARUMAL;Chorros Blancos;216;85;
Chorros Blancos Abajo-YARUMAL;YARUMAL;Chorros Blancos Abajo;395;264;
Chorros Blancos Arriba-YARUMAL;YARUMAL;Chorros Blancos Arriba;2.005;314;
Chorros Blancos del Medio-YARUMAL;YARUMAL;Chorros Blancos del Medio;520;181;
Corcovado-YARUMAL;YARUMAL;Corcovado;1.382;174;
El Cedro-YARUMAL;YARUMAL;El Cedro;1.769;1.278;
El Hormiguero-YARUMAL;YARUMAL;El Hormiguero;1.666;86;
El Llano - Yolombal-YARUMAL;YARUMAL;El Llano - Yolombal;365;336;
El Pueblito-YARUMAL;YARUMAL;El Pueblito;756;819;
El Respaldo-YARUMAL;YARUMAL;El Respaldo;1.978;369;
El Retiro-YARUMAL;YARUMAL;El Retiro;1.008;60;
Espiritu Santo-YARUMAL;YARUMAL;Espiritu Santo;3.040;138;
Jose Maria Cordoba-YARUMAL;YARUMAL;Jose Maria Cordoba;1.202;169;
La Argentina-YARUMAL;YARUMAL;La Argentina;3.533;221;
La Bella-YARUMAL;YARUMAL;La Bella;845;50;
La Bramadora-YARUMAL;YARUMAL;La Bramadora;636;270;
La Candelaria-YARUMAL;YARUMAL;La Candelaria;885;349;
La Carolina-YARUMAL;YARUMAL;La Carolina;1.151;21;
La Ceja-YARUMAL;YARUMAL;La Ceja;442;128;
La Conspiración-YARUMAL;YARUMAL;La Conspiracion;2.565;106;
La Cordillera-YARUMAL;YARUMAL;La Cordillera;1.082;276;
La Esmeralda-YARUMAL;YARUMAL;La Esmeralda;5.351;195;
La Estrella-YARUMAL;YARUMAL;La Estrella;403;384;
La Gabriela-YARUMAL;YARUMAL;La Gabriela;1.547;212;
La Loma-YARUMAL;YARUMAL;La Loma;1.038;406;
La Pailita-YARUMAL;YARUMAL;La Pailita;758;88;
La Piedra-YARUMAL;YARUMAL;La Piedra;1.016;50;
La Siria-YARUMAL;YARUMAL;La Siria;608;92;
La Teresita-YARUMAL;YARUMAL;La Teresita;1.596;212;
La Torre-YARUMAL;YARUMAL;La Torre;993;;
La Zorra-YARUMAL;YARUMAL;La Zorra;470;121;
Las Cruces-YARUMAL;YARUMAL;Las Cruces;759;104;
Llanos de Cuivá-YARUMAL;YARUMAL;Llanos de Cuiva;957;1.897;
Mallarino-YARUMAL;YARUMAL;Mallarino;344;401;
Media Luna-YARUMAL;YARUMAL;Media Luna;1.565;18;
Mina Vieja-YARUMAL;YARUMAL;Mina Vieja;2.411;959;
Montebello-YARUMAL;YARUMAL;Montebello;590;205;
Ochalí-YARUMAL;YARUMAL;Ochali;476;326;
Río Abajo-YARUMAL;YARUMAL;Rio Abajo;165;18;
Rosarito-YARUMAL;YARUMAL;Rosarito;595;295;
San Antonio-YARUMAL;YARUMAL;San Antonio;1.723;150;
San Roque-YARUMAL;YARUMAL;San Roque;2.821;236;
Santa Isabel-YARUMAL;YARUMAL;Santa Isabel;4.300;158;
Santa Juana-YARUMAL;YARUMAL;Santa Juana;2.776;130;
Santa Rita-YARUMAL;YARUMAL;Santa Rita;1.321;250;
Tobón-YARUMAL;YARUMAL;Tobon;2.539;257;
Ventanas-YARUMAL;YARUMAL;Ventanas;2.184;1.324;
Vereda Cabecera Municipal-YARUMAL;YARUMAL;Vereda Cabecera Municipal;953;;
Yarumalito-YARUMAL;YARUMAL;Yarumalito;1.981;350;
Aguabonita-YOLOMBO;YOLOMBO;Aguabonita;930;268;
Aguabonita-YOLOMBO;YOLOMBO;Aguabonita;1.746;;
Altavista-YOLOMBO;YOLOMBO;Altavista;495;157;
Alto de Méndez-YOLOMBO;YOLOMBO;Alto de Mendez;159;40;
Alto del Potrero-YOLOMBO;YOLOMBO;Alto del Potrero;309;;
Barbascal-YOLOMBO;YOLOMBO;Barbascal;895;253;
Bareño-YOLOMBO;YOLOMBO;Bareño;371;397;
Barro Blanco-YOLOMBO;YOLOMBO;Barro Blanco;1.097;363;
Bélgica-YOLOMBO;YOLOMBO;Belgica;1.049;66;
Bellavista-YOLOMBO;YOLOMBO;Bellavista;618;204;
Bellavista - La Josefina-YOLOMBO;YOLOMBO;Bellavista - La Josefina;417;;
Bengala-YOLOMBO;YOLOMBO;Bengala;1.738;308;
Brazuelos-YOLOMBO;YOLOMBO;Brazuelos;265;80;
Buenos Aires-YOLOMBO;YOLOMBO;Buenos Aires;234;181;
Cachumbal-YOLOMBO;YOLOMBO;Cachumbal;2.325;231;
Cimarrona-YOLOMBO;YOLOMBO;Cimarrona;163;34;
Cuatro Esquinas-YOLOMBO;YOLOMBO;Cuatro Esquinas;593;122;
Doña Ana-YOLOMBO;YOLOMBO;Doña Ana;890;145;
El Bosque-YOLOMBO;YOLOMBO;El Bosque;923;240;
El Cairo-YOLOMBO;YOLOMBO;El Cairo;643;224;
El Chuscal-YOLOMBO;YOLOMBO;El Chuscal;1.719;113;
El Comino-YOLOMBO;YOLOMBO;El Comino;1.860;180;
El Homiguero-YOLOMBO;YOLOMBO;El Homiguero;1.204;400;
El Iris-YOLOMBO;YOLOMBO;El Iris;1.153;125;
El Jardín-YOLOMBO;YOLOMBO;El Jardin;274;136;
El Olivo-YOLOMBO;YOLOMBO;El Olivo;626;128;
El Oso-YOLOMBO;YOLOMBO;El Oso;253;230;
El Palmar-YOLOMBO;YOLOMBO;El Palmar;446;79;
El Pichón-YOLOMBO;YOLOMBO;El Pichon;1.166;10;
El Porvenir-YOLOMBO;YOLOMBO;El Porvenir;1.118;147;
El Rosario-YOLOMBO;YOLOMBO;El Rosario;963;226;
El Rubí-YOLOMBO;YOLOMBO;El Rubi;1.275;1.486;
El Rubí - La Floresta-YOLOMBO;YOLOMBO;El Rubi - La Floresta;538;;
El Tapón-YOLOMBO;YOLOMBO;El Tapon;3.298;208;
Estación Sofía-YOLOMBO;YOLOMBO;Estacion Sofia;667;90;
Guacabe-YOLOMBO;YOLOMBO;Guacabe;5.645;3;
Guacharacas-YOLOMBO;YOLOMBO;Guacharacas;2.781;24;
La Abisinia-YOLOMBO;YOLOMBO;La Abisinia;1.079;264;
La Argentina-YOLOMBO;YOLOMBO;La Argentina;1.951;143;
La Cabaña-YOLOMBO;YOLOMBO;La Cabaña;345;60;
La Cancana-YOLOMBO;YOLOMBO;La Cancana;1.801;31;
La Ceiba-YOLOMBO;YOLOMBO;La Ceiba;76;81;
La Cordillera-YOLOMBO;YOLOMBO;La Cordillera;590;153;
La Cruz-YOLOMBO;YOLOMBO;La Cruz;2.385;219;
La Cumbre-YOLOMBO;YOLOMBO;La Cumbre;763;73;
La Esmeralda-YOLOMBO;YOLOMBO;La Esmeralda;531;5;
La Esmeralda-YOLOMBO;YOLOMBO;La Esmeralda;1.964;;
La Gergona-YOLOMBO;YOLOMBO;La Gergona;492;382;
La Indiana-YOLOMBO;YOLOMBO;La Indiana;3.965;219;
La Maria-YOLOMBO;YOLOMBO;La Maria;508;145;
La Marquesa-YOLOMBO;YOLOMBO;La Marquesa;1.296;470;
La Pajita-YOLOMBO;YOLOMBO;La Pajita;484;192;
La Palmera-YOLOMBO;YOLOMBO;La Palmera;326;107;
La Reina-YOLOMBO;YOLOMBO;La Reina;1.233;81;
La Soledad-YOLOMBO;YOLOMBO;La Soledad;243;101;
La Verduguita-YOLOMBO;YOLOMBO;La Verduguita;1.424;246;
Las Frías-YOLOMBO;YOLOMBO;Las Frias;3.127;458;
Las Margaritas-YOLOMBO;YOLOMBO;Las Margaritas;884;288;
Los Aceites-YOLOMBO;YOLOMBO;Los Aceites;400;357;
Los Andes-YOLOMBO;YOLOMBO;Los Andes;6.999;140;
Los Totumos-YOLOMBO;YOLOMBO;Los Totumos;7.475;100;
Maracaibo-YOLOMBO;YOLOMBO;Maracaibo;2.990;115;
